Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Badeteich Donnersbach;8953;Irdning-Donnersbachtal;Donnersbachwald 94;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.379916300000005;14.1191303183009
Freibad Öblarn;8960;Öblarn;Öblarn 6;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.46030745;13.99313675
Freibad Gröbming;8962;Gröbming;Badgasse 413;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Guggi;1;47.4403604;13.9003486
Badesee Aich;8966;Aich;Aich;;https://www.aich.at/index.php/informatives/freizeitseeanlage.html;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.4198349;13.8204237
Dachstein Bad Ramsau;8972;Ramsau am Dachstein;Ramsau 209;;;Frei- & Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.420206300000004;13.653522575196446
Freizeitanlage Ramsau Beach;8972;Ramsau am Dachstein;Schildlehen 128;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.424055249999995;13.623694099999998
Naturbadanlage Ramsau;8972;Ramsau;Ramsau 161;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.42115035;13.652225879287403
Hallenbad Wildalpen;8982;Bad Mitterndorf;Tauplitz 64;;https://www.wildalpen.gv.at/waldsauna-und-kleinhallenbad.html;Hallenbad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.5604065;14.011148
Freibadanlage Alpenbad;8983;Bad Mitterndorf;Bad Mitterndorf 47;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;Hr. Bgm. Kaniak;1;47.55525325;13.931352657442146
Freibeckenbad Tauplitz;8983;Bad Mitterndorf;Tauplitz 186;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.567088;14.018945
Grimming Therme;8983;Bad Mitterndorf;Neuhofen 183;;https://www.grimming-therme.com/;Therme;Steiermark;Petra Freilinger ;;;;;nein;nein;;;1;47.5457438;13.9293633
Hallenbad der Eigentümergemeinschaft der Appartementhäuser 7 und 8 Sonnenalm;8983;Bad Mitterndorf;Sonnenalm 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.569432750000004;13.909504225314299
Hallenbad der Eigentümergesellschaft Kulmhof;8983;Bad Mitterndorf;Tauplitz 195;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.557916;14.005863
Freibad der Wohnanlage Gletscherblick;8990;Bad Aussee;Schmiedgutstraße 124;;https://schmiedgut-badaussee.at/?mtm_campaign=SEA&mtm_source=Google&mtm_medium=PPC&gad_source=1&gclid=CjwKCAjwqMO0BhA8EiwAFTLgIC4QdpTkL8FkdxiRDeKtmqE9dGBoDGSQ3cNtXNxSRaUo3YrT3Fi9IxoC7yEQAvD_BwE;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.62127125;13.764829979080561
Freibad des Kindererholungsheimes Parkschlößl;8990;Bad Aussee;Rudolfstraße 212;;https://www.kinderferiencamp.at/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.6117698;13.776900022730242
Hallenbad mit Sauna des Vereines der Wohnungseigentümer Alpen Cottage;8990;Bad Aussee;Alpencottage;;https://www.post-lermoos.at/spa/?utm_source=google&utm_medium=cpc&utm_campaign=pmax&utm_term=spa&gad_source=1&gclid=CjwKCAjwqMO0BhA8EiwAFTLgIB9pLChbZcaaVkdrVfFufVrcpn8QuIs6sS3NPYymzzrFvhlsRN0yIxoCm7AQAvD_BwE;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.60973522129952;13.757631105726137
Narzissen Vital Resort;8990;Bad Aussee;Pötschenstraße 172;;https://www.vitalresort.at/de/vital-resort;Therme;Steiermark;noch keine Zuordnung;;;;;nein;nein;;;1;47.61133;13.764181
Ödensee;8990;Bad Aussee;Ödensee 144;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.563390150000004;13.821656523266592
Altausseer Badesee;8992;Altaussee;Altausseer See;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.641932999999995;13.786690622821535
Sommersberger See;8992;Altaussee;Sommersbergseestraße;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.611620555;13.752092076
Grundlsee;8993;Grundlsee;Bräuhof 97;;;Naturbadeanlage;Steiermark;Martin Schwab;;;;;nein;nein;;;1;47.6265559;13.83851474110526
Privatklinik Maria Hilf GmbH ;9020;Klagenfurt am Wörthersee;Radetzkystraße 35;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;nein;nein;;;1;46.6276792;14.2966446
Strandbad Loretto;9020;Klagenfurt am Wörthersee;Lorettoweg 48;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.61520765;14.25147199136704
Strandbad Maiernigg;9020;Klagenfurt am Wörthersee;Süduferstraße 116;;https://www.strandbad-maiernigg.at/;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.611672850000005;14.242458091467189
Strandbad Restaurant Zeppitz GmbH;9020;Klagenfurt am Wörthersee;Metnitzstrand 2;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.61863395;14.255104103700571
Pischeldorfer Badeteich;9064;Magdalensberg;Badweg 9;;https://gemeindebad-pischeldorf.jimdosite.com/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.689485;14.463665
Baßgeigensee;9074;Keutschach am See;Keutschach 1;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.593193;14.187384
Familienstrandbad Rauschelesee;9074;Keutschach am See;Reauz 1;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.587058;14.219919
Hafnersee;9074;Keutschach;Plescherken 5;;https://campinghafnersee.com/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.589345;14.137657
Keutschacher See;9074;Keutschach;Keutschach 1;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.593193;14.187384
Spintikteiche;9074;Keutschach;Keutschach 1;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.593193;14.187384
Strandbad Petritz;9074;Keutschach am See;Plaschichen;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.5934581;14.1872245
Strandbad Sekirn;9081;Sekirn;Wörthersee-Süduferstraße 92;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.609436900000006;14.20364017229197
Erlebnisschwimmbad Völkermarkt;9100;Völkermarkt;Strandbadweg 1;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6647887;14.628736
Petschnighof Kitz Gerwald e.U. ;9103;Diex;Diex 6;;;Hotelanlage;Kärnten;Martin Schwab;ja;;;;nein;nein;;;1;46.73974595;14.634197773352113
Freibad Griffen;9112;Griffen;Schulweg 4;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.700626;14.730879
Kleinsee;9122;St. Kanzian am Klopeiner See;.;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6153315;14.5761157
Klopeiner See;9122;St. Kanzian am Klopeiner See;.;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6153315;14.5761157
Pöllaner Teich;9122;St. Kanzian am Klopeiner See;.;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6153315;14.5761157
Sonnegger See;9122;St. Kanzian am Klopeiner See;Schulstraße 10;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.609484;14.575321
Turnersee;9122;St. Kanzian am Klopeiner See;Unternarrach;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.58921471687376;14.56388564984789
Linsendorfer See;9132;Gallizien;Linsendorfer See;;https://www.linsendorfersee.at/de/home/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.5665675;14.466949569047353
Erlebnis Freibad Eisenkappel;9135;Eisenkappel-Vellach;Eisenkappel 307;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.49130165;14.592599719988488
Freibad Eberndorf;9141;Eberndorf;Lido 1;;https://www.rutarlido.at/;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.583573;14.625966
Gösselsdorfer See;9141;Gösselsdorf;Seestraße 21-23;;https://www.goesselsdorfersee.com/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.5750551;14.6280792
Pirkdorfer See;9143;Feistritz ob Bleiburg;Pirkdorfer See;;https://www.pirkdorfersee.at/de/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.557469;14.748489
Freibad Bleiburg;9150;Bleiburg;Bahnhofstraße 29;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;Hr. Bgm. Visotschnig;1;46.5849;14.7975397
Badesee Sankt Johann im Rosental;9162;Feistritz im Rosental ;St. Johann im Rosental 92;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.532751;14.212831
Badesee Kirschentheuer;9170;Ferlach;Badesee Kirschentheuer;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.53608055;14.26738934623167
Dollicher Teich;9170;Ferlach;Sechterweg;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.523647782945076;14.313961381338908
Ferlacher Badesee;9170;Reßing;Reßing;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;51.830544;6.244486
Waidischer Teich;9170;Ferlach;Waidischer Straße;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.514687012140094;14.326174018720211
Parkbad Krumpendorf;9201;Krumpendorf am Wörthersee;Pamperlallee 35;;;Naturbadeanlage Plus;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6219742;14.2159942
Freibad Pörtschach           ;9210;Pörtschach;Blumenstrand 24;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;Hr. Bgm. Mag. Franz Arnold;1;46.62959;14.143814
Forstsee;9212;Techelsberg am Wörthersee;.;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6467665;14.0621288
Freibad Töschling West;9212;Töschling;Töschling 126;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6301171;14.10185279767091
Strandbad Saag;9212;Techelsberg am Wörthersee;Saag 11;;https://badsaag.at/;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.626463;14.09061
Hallenbad Cap Wörth;9220;Augsdorf;Seecorso 39;;;Hallenbad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6102671;14.065251066032012
Saissersee;9220;Velden;Köstenbergerstraße 175;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.62894935;14.040168141264736
Strandbad Velden;9220;Velden;Seepromenade 7;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.61474905;14.045617789857637
Wernberger Badesee;9241;Wernberg;Dueler Straße 22;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.60363555;13.9520827
Hörzendorfer See;9300;St. Veit an der Glan;Unterer Platz 10;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.7683765;14.3598728
Kraiger See;9311;Kraig;Seebichl 4;;http://www.kraigersee.at/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.7998507;14.365896
Strandbad Längsee;9313;St. Georgen am Längsee;Längseestraße 46;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.784402;14.420427
Gesundheitstherme Wildbad Betriebs GmbH;9323;Dürnstein;Wildbad 8;;https://www.wildbad.at/;Therme;Kärnten;Martin Schwab;;;;;nein;nein;04236 22620;;1;48.394573;15.520108
Freibad Strassburg;9341;Straßburg;Badstraße 25;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;Hr. Bgm. Pirolt;1;46.8970464;14.323526009432747
Freibad Gurk;9342;Gurk;Wilhelmshöhe 462;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;Hr. Bgm. ÖR. Ing. Kampl;1;46.874313;14.285898
Freibad Weitensfeld;9344;Weitensfeld;Hauptschulstraße 16;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;Hr. Bgm. Seebacher;1;46.8460302;14.199245413293163
Flattnitzer See;9346;Glödnitz;Flattnitz;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.93958003398836;14.025266744596237
Naturbad Glödnitz;9346;Glödnitz;Flattnitzer Landesstraße;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.921881;14.054347
Freibad Friesach;9360;Olsa;Badstraße 2;;;Freibad;Steiermark;Martin Schwab;;;;;nein;nein;;;1;46.9539405;14.415061285534843
Thermalbad Weissenbach GmbH;9412;St. Margarethen im Lavanttal;Weissenbachstraße 111;;https://www.optimamed-weissenbach.at/;Therme;Kärnten;Martin Schwab;;;;;nein;nein;;;1;46.8737837;14.7749852
Hotel Moselebauer ;9462;Bad St. Leonhard ;Kliening 30;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;ja;;;;nein;nein;;;1;46.9552468;14.7798581
Moselebauer ;9462;Bad St. Leonhard ;Kliening 30;;https://www.moselebauer.at/de/?utm_source=GoogleMyBusiness&utm_medium=KlickWebsite&utm_campaign=GoogleMyBusiness;Hallenbad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.9552468;14.7798581
Freibad St. Paul im Lavanttal;9470;St. Paul im Lavanttal;Schwarzviertler Straße 44;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;Hr. Bgm. Ing. Primus;1;46.696921;14.86541
Lavamünd Badesee;9473;Lavamünd;Lavamünd 109;;https://laquamuend.at/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.647838;14.932626
Aichwaldsee;9500;Villach;Peraustraße 32;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6092418;13.8508395
Fleetsee;9500;Villach;.;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6167284;13.8500268
Grünsee ;9500;Villach;.;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6167284;13.8500268
Leonharder See;9500;Villach;Kirchplatz 1;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.612607;13.843434
Vassacher See;9500;Villach;Tirolerstraße 47;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6136555;13.831425623193716
Maibachl;9504;Villach;Napoleonwiese 4;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.591533;13.825463
Therme Warmbad-Villach;9504;Warmbad-Villach;Kardischenallee 25;;https://www.kaerntentherme.com/;Therme;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.592785;13.82492
Seebad St. Andräe;9523;Villach;Ossiachersee Süduferstraße 165/A;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.652259;13.918190481839622
Magdalensee;9524;Villach;Seepromenade;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.61743797804446;13.895515771721822
Silbersee;9524;Villach;Silberseestraße;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.60910425091476;13.902313220570482
Humanomed Zentrum Althofen GmbH Gesundheits- und Wellnesshotel;9530;Bad Bleiberg;Thermenweg 28;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;nein;nein;;;1;46.6268227;13.672237932425892
Tourismusinformation Bad Bleiberg;9530;Bad Bleiberg;Thermenweg 1;;;Therme;Kärnten;Martin Schwab;;;;;nein;nein;;;1;46.6262616;13.675729867267957
Penkensee;9535;Schiefling am See;Plescherken 5;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.575594;14.069693
Strandbad Schiefling;9535;Schiefling am See;Auen St 175;;;Naturbadeanlage Plus;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6116613;14.07894938233714
Trattnigteich;9535;Schiefling am See;Trattnigteichstraße 1;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6143711;14.125219
Strandbad Friessner;9542;Afritz am See;Seestraße 4;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.737413700000005;13.77245237493403
Afritzer See;9544;Feld am See;Schulstraße 2;vorübergehend geschlossen;https://afritz.gv.at/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.7764512;13.7475068
Brennsee;9544;Feld am See;Seestraße 134;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.7640078;13.755375996761172
Wolfgang Nindler;9544;Feld am See;Millstätter Straße 18;geschlossen;;Naturbadeanlage Plus;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.7730057;13.747133
Freibad Radenthein;9545;Radenthein;Stadionstraße 6;vorübergehend geschlossen;https://www.radenthein.gv.at/sport-freizeit/sportstaetten/freibad/;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;Hr. Bgm. Hipp;1;46.797951600000005;13.70676315
Hotel GUT Trattlerhof & Chalets**** Herr Jakob Forstnig jun.;9546;Bad Kleinkirchheim;Gegendtalerweg 1;;;Hotelanlage;Kärnten;Martin Schwab;ja;;;;nein;nein;;;1;46.810612250000005;13.770017511334188
Hotel Prägant KG ;9546;Bad Kleinkirchheim;Kirchheimer Weg 6;;;Hotelanlage;Kärnten;Martin Schwab;ja;;;;nein;nein;;;1;46.814627;13.797493
Mountain Resort Feuerberg Bergeralm Hotelbetriebsges.m.b.H.;9551;Bodensorf;Gerlitzenstraße 87;;;Hotelanlage;Kärnten;Martin Schwab;ja;;;;nein;nein;;;1;46.694387;13.923663
Sankt Urbaner See;9554;St. Urban;St. Urbaner See;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.74562435;14.161217050131313
Haidensee;9556;Glanegg;Haidach 12;;https://dashaidensee.at/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.722506;14.24501
Zmulner See;9556;Liebenfels;Zmuln 2;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.702934;14.246353953179504
Flatschacher See ;9560;Feldkirchen in Kärnten;St. Stefan 8;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.725681;14.060497
Goggausee;9560;Streuerberg;Streuerberg 40;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.731139;14.095569
Maltschacher See;9560;Feldkirchen in Kärnten;Straße 5;;https://www.feriendorf-maltschachersee.at/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.724553;14.093843
Öffentliches Strandbad Maltschacher See;9560;Feldkirchen in Kärnten;Maltschach 2a;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.704238;14.145538
Strandbad Sonnenresort Maltschacher See;9560;Feldkirchen in Kärnten;Briefelsdorf;;https://tourismus.feldkirchen.at/de/maltschacher-see;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.700310868;14.144474858
Strußnigteich;9560;Feldkirchen;Strußnigteich;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.68657495;14.171116884525857
Hotel Hochschober GmbH Familie Leeb und Klein;9565;Turacher Höhe;Turracher Höhe 5;;;Hotelanlage;Kärnten;Martin Schwab;ja;;;;nein;nein;;;1;46.9131659;13.8764531
Gemeindstrandbad Ossiach;9570;Ossiach;Ossiach 33;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.67825765;13.983706615721099
Ossiacher See;9570;Ossiach;Ossiach 8;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.67612195;13.983527577997666
Strandbad Drobollach;9580;Villach;Strandbadstraße 61;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.5836751;13.918904461115007
Strandbad Egg;9580;Villach;Egger Seeuferstraße 80;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.579925700000004;13.935540845003212
Natur- und Wellnesshotel Höflehner GmbH;9582;Oberaichwald/Latschach;Gumpenberg 2;;;Hotelanlage;Kärnten;Martin Schwab;ja;;;;nein;nein;;;1;47.427477;13.677583
Naturel Hotels & Resorts Dorf SCHÖNLEITN ;9582;Oberaichwald/Latschach;Dorfstraße 26;;;Hotelanlage;Kärnten;Martin Schwab;ja;;;;nein;nein;;;1;46.562288949999996;13.92963764623463
Dietrichsteiner See;9583;Faak am See;Dietrichsteiner Straße 2;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.5659982;13.9076689
Strandbad Faak am See;9583;Finkenstein am Faaker See;Seestraße 2;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.566129;13.920291
Rotzpipn-Teich;9601;Arnoldstein;Schütterstraße;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.56402973494027;13.717531758549075
Bergbad Wertschach;9612;Wertschach;Wertschach 23;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6080352;13.590145079266179
Camping Alpenfreude - Bergbad;9612;St. Georgen;Wertschach 27;;https://www.campingalpenfreude.at/en/;Freibad;Kärnten;Martin Schwab;;;;;nein;nein;;;1;46.60844175;13.585224105114346
Erlebnis-Naturbad Vorderberg;9614;St. Stefan im Gailtal;Vorderberg 126;;http://www.vorderberg.at/erlebnis-naturbad-vorderberg/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.598696450000006;13.527266090309698
Erlebnispark Presseggersee;9620;Presseggersee;Presseggersee 8;;https://erlebnispark.cc/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.628858180948900;13.439875112909000
Schluga Camping Hermagor;9620;Hermagor;Obervellach 15;;https://www.europarcs.at/ferienparks/oesterreich/kaernten/hermagor-nassfeld?utm_source=gmb&utm_medium=organic&utm_campaign=park;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;04282 2051;;1;46.6337567;13.3952227
Schluga Seebad;9620;Presseggersee;Presseggersee 32;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.629236068113300;13.445877168729500
Strandbad Hermagor;9620;Presseggersee;Presseggesee 27;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.629496;13.43594
Erlebnis- Freibad Gitschtal ;9622;Gitschtal;Weißbriach 129;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.69122545;13.253394301701121
Freibad Weißbriach;9622;Weißbriach;Weißbriach 202;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6865015;13.2533682
Badestrand Samerhof-Paßriach;9624;Egg bei Hermagor;Paßriach 44;;https://www.samerhof.at/aktiv/erleben/sommerurlaub-inmitten-berge-seen;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.622217;13.447954
Schwimmbad Kirchbach;9632;Kirchbach;Kirchbach 125;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.641868;13.190993491923397
Zollnersee;9635;Dellach, Gailtal ;Am Zollner 14;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.605465;13.070787
Aquarena Kötschach-Mauthen Wasser- und Wellnessoase GmbH;9640;Kötschach-Mauthen;Kötschach 370;;https://aquarena.info/;Frei- & Hallenbad;Kärnten;Martin Schwab;;;;;nein;nein;;;1;46.6768231;12.9974216
Naturschwimmbad Waldbad Mauthen;9640;Kötschach-Mauthen;Mauthen 261;;https://www.naturschwimmbad-waldbad-mauthen.at/;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.6589895;12.9989397
Wolayer See;9652;Birnbaum ;Wodmaier 5;;https://www.google.com/search?q=Wolayer+See+9652+Birnbaum+Wodmaier+5&rlz=1C1GCEU_deAT1116AT1116&oq=Wolayer+See%099652%09Birnbaum+%09Wodmaier+5&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIKCAEQABiiBBiJBTIKCAIQABiiBBiJBTIKCAMQABiABBiiBDIKCAQQABiABBiiBNIBBzg0M2owajmoAgCwAgE&sourceid=chrome&ie=UTF-8;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.675482;12.887779
Kultur- und Freizeitanlagen GesmbH;9653;Liesing;Klebas 30;;;Freibad;Kärnten;Martin Schwab;;;;;nein;nein;;;1;46.693278;12.813237
Egelsee;9701;Spittal an der Drau;.;;;Naturbadeanlage;Kärnten;noch keine Zuordnung;;;;;nein;nein;;;1;46.78175826928145;13.559161448987055
Freibad Paternion;9711;Paternion;Badstraße 255;;;Freibad;Kärnten;noch keine Zuordnung;;;;;nein;nein;;Hr. Bgm. Ing. Arnold;1;46.712156;13.631718
